,iter_id,drnet_PEHE_out,drnet_ATE_metric_out,drnet_PEHE_in,drnet_ATE_metric_in
69,69,0.31622776601683794,0.015789473684210527,0.3402785236893603,0.027850877192982456
70,70,0.31622776601683794,0.023684210526315787,0.3319598897774438,0.021820175438596493
71,71,0.3224086978061427,0.017105263157894738,0.3203616377585937,0.014912280701754387
72,72,0.3257918827675008,0.02017543859649123,0.3284733426658932,0.02236842105263158
73,73,0.32713536014874506,0.02280701754385965,0.3218981532296071,0.011732456140350877
74,74,0.31274113503640616,0.013596491228070176,0.3212161648507178,0.016776315789473684
75,75,0.31830141293070663,0.010964912280701754,0.3198478256592459,0.017434210526315788
76,76,0.3278050340535929,0.024999999999999998,0.3213867976196448,0.011622807017543861
77,77,0.33704078570414914,0.015350877192982455,0.3251180622265778,0.009868421052631578
78,78,0.3422064627646514,0.035526315789473684,0.3296396224693785,0.02182017543859649
